"_id","intrimStatus.startTime","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateOpenedOrDisbursed","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateClosed","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.accountType"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","18052020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","14052020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","06052020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","17032020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","16032020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","16032020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","16032020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","05032020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","04032020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","29022020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","12022020",,"07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","23012020","14052020","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","22012020","16032020","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27062019","06092019","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","21062019","10032020","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","04032019",,"13"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","20022019","13122019","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","20022019","29022020","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","31102018",,"06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","21082018","21062019","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","30062018","19062020","17"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","21052018","21012019","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","16052018","16012019","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","23032018","23082019","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","14032018","18032019","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","21022018","17022019","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","17022018","22102018","17"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","19012018","20112018","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","09012018","03012019","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","04012018","06042018","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","02012018","20022019","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","02012018","20022019","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","30112017","11012019","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","06112017","09112017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","26102017","22122017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","26102017","22122017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","17102017","26082018","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","12092017","19102017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","17082017","17032018","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","09082017","08092017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","30062017","13072018","00"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","30062017","13072018","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","12062017","19102017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","04052017","08092017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","29032017","09122017","00"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","29032017","09122017","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","21032017","16082017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","31012017","17082017","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","12012017","22112019","13"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","04012017","03052017","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27102016","13102017","00"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27102016","13102017","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27082016","12082017","00"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27082016","12082017","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","23082016",,"05"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","09082016","09082017","53"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","22072016","20102017","13"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","08062016","30112018","13"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","03062016","23122016","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27052016","14042017","00"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27052016","14042017","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27052016","31122016","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","13052016","25072016","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","07052016","24082016","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","06052016","04052017","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","05022016","19012017","06"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","18012016","06052016","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","23112015","23122015","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","19092015","04032016","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","31012015","27082019","17"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","28012015","11092015","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","05012015","25092015","07"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}","27062000","31032003","13"
"25313011263","{""$date"":""2020-07-28T07:06:26.479Z""}",,,
"61045001044","{""$date"":""2020-07-28T07:06:25.969Z""}",,,
"80842000156","{""$date"":""2020-07-28T07:06:20.719Z""}",,,
"84758000039","{""$date"":""2020-07-28T07:06:19.236Z""}",,,
"41253001451","{""$date"":""2020-07-28T07:06:19.233Z""}",,,
"31949001485","{""$date"":""2020-07-28T07:06:19.052Z""}",,,
"50328000087","{""$date"":""2020-07-28T07:06:17.718Z""}",,,
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","31012020",,"05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","22022020",,"05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","25012020","08022020","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","16012020","25012020","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","01012020","26022020","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","10122019","16122019","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","19102019","10122019","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","17092019","19102019","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","13082019","17092019","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","09072019","10072019","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","25062019","09072019","05"
"3009CD0173067","{""$date"":""2020-07-28T07:06:15.994Z""}","17052019","23052019","05"
"34733001201","{""$date"":""2020-07-28T07:06:14.591Z""}",,,
"55466001196","{""$date"":""2020-07-28T07:06:14.161Z""}",,,
"51708002392","{""$date"":""2020-07-28T07:06:12.797Z""}","06062020",,"06"
"51708002392","{""$date"":""2020-07-28T07:06:12.797Z""}","13112019",,"06"
"51708002392","{""$date"":""2020-07-28T07:06:12.797Z""}",,,
"86671000001","{""$date"":""2020-07-28T07:06:09.614Z""}",,,
"30769001581","{""$date"":""2020-07-28T07:06:09.144Z""}",,,
"30769001581","{""$date"":""2020-07-28T07:06:09.144Z""}",,,
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","16032020",,"07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","08012020",,"07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","22112019",,"07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","15092018","21112019","07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","21082018","22112019","07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","06072018","15052019","07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","16052018","12122018","07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","16122017","21082018","07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","07032017","17082017","07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","26122013",,"08"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","06062018","06072018","07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","06072017","17082017","07"
"3008CD0034267","{""$date"":""2020-07-28T07:06:08.850Z""}","07032017","16022018","07"
"3004CD0129026","{""$date"":""2020-07-28T07:06:07.442Z""}",,,
"794491420000432","{""$date"":""2020-07-28T07:06:06.758Z""}","25082008",,"10"
"794491420000432","{""$date"":""2020-07-28T07:06:06.758Z""}","11082007",,"05"
"794491420000432","{""$date"":""2020-07-28T07:06:06.758Z""}","30082019",,"06"
"794491420000432","{""$date"":""2020-07-28T07:06:06.758Z""}","19072016",,"13"
"794491420000432","{""$date"":""2020-07-28T07:06:06.758Z""}","04022005","12122006","06"
"794491420000432","{""$date"":""2020-07-28T07:06:06.758Z""}","12022008","05102008","06"
"794491420000432","{""$date"":""2020-07-28T07:06:06.758Z""}","17012007","20082007","05"
"794491420000432","{""$date"":""2020-07-28T07:06:06.758Z""}",,,
"32674002768","{""$date"":""2020-07-28T07:06:06.535Z""}",,,
"75955000097","{""$date"":""2020-07-28T07:06:04.413Z""}",,,
"34027003682","{""$date"":""2020-07-28T07:06:04.282Z""}",,,
"3009CD0173070","{""$date"":""2020-07-28T07:06:04.159Z""}","14042019","12112019","06"
"3009CD0173070","{""$date"":""2020-07-28T07:06:04.159Z""}","30102018","11052019","06"
"54971001623","{""$date"":""2020-07-28T07:06:02.961Z""}",,,
"72294000827","{""$date"":""2020-07-28T07:06:02.938Z""}","21032020",,"06"
"72294000827","{""$date"":""2020-07-28T07:06:02.938Z""}",,,
"45640000451","{""$date"":""2020-07-28T07:06:02.687Z""}",,,
"47689000557","{""$date"":""2020-07-28T07:06:01.726Z""}",,,
"89899000024","{""$date"":""2020-07-28T07:06:01.446Z""}",,,
"42419000585","{""$date"":""2020-07-28T07:06:01.156Z""}",,,
"3021CD0119294","{""$date"":""2020-07-28T07:05:59.150Z""}","30072016","03022019","13"
"620361420000528","{""$date"":""2020-07-28T07:05:57.203Z""}","29072015","27092017","07"
"620361420000528","{""$date"":""2020-07-28T07:05:57.203Z""}",,,
"3078CD0357324","{""$date"":""2020-07-28T07:05:56.573Z""}",,,
"41740001188","{""$date"":""2020-07-28T07:05:54.324Z""}",,,
"41740001188","{""$date"":""2020-07-28T07:05:54.324Z""}",,,
"46653002861","{""$date"":""2020-07-28T07:05:53.424Z""}",,,
"47700001398","{""$date"":""2020-07-28T07:05:52.610Z""}",,,
"3009CD0173069","{""$date"":""2020-07-28T07:05:52.013Z""}",,,
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","23072019","10082019","05"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","24022020",,"07"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","24022020",,"07"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","19112019",,"13"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","08112019",,"07"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","05112019",,"07"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","21082019","06102019","05"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","24072019","25082019","05"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","08072019","23072019","05"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","24062019","25072019","05"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","03062019",,"07"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","03062019","23062019","05"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","03012019","23102019","07"
"3004CD0129023","{""$date"":""2020-07-28T07:05:50.949Z""}","02012019","23102019","07"
"3054CD0291467","{""$date"":""2020-07-28T07:05:50.417Z""}","03042020",,"07"
"3054CD0291467","{""$date"":""2020-07-28T07:05:50.417Z""}","24082016","16022018","13"
"83492000094","{""$date"":""2020-07-28T07:05:46.632Z""}",,,
"59678000541","{""$date"":""2020-07-28T07:05:45.417Z""}",,,
"44736000142","{""$date"":""2020-07-28T07:05:44.907Z""}",,,
"72370000613","{""$date"":""2020-07-28T07:05:44.186Z""}",,,
"33232002811","{""$date"":""2020-07-28T07:05:42.936Z""}",,,
"3029CD0273214","{""$date"":""2020-07-28T07:05:42.754Z""}","25072018",,"12"
"3029CD0273214","{""$date"":""2020-07-28T07:05:42.754Z""}","25022016",,"53"
"3029CD0273214","{""$date"":""2020-07-28T07:05:42.754Z""}","25112015",,"13"
"3029CD0273214","{""$date"":""2020-07-28T07:05:42.754Z""}","26042019",,"13"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","29052010",,"54"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","22082019",,"12"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","30062018",,"01"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","20032018","14012019","07"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","28022018","31052018","01"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","25052017","03072018","13"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","24022017",,"06"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","09092011","09082016","01"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}","04112009","05072012","13"
"866771420000015","{""$date"":""2020-07-28T07:05:42.730Z""}",,,
"80146000604","{""$date"":""2020-07-28T07:05:40.173Z""}",,,
"58100000046","{""$date"":""2020-07-28T07:05:38.532Z""}",,,
"60744000561","{""$date"":""2020-07-28T07:05:38.054Z""}",,,
"31986002936","{""$date"":""2020-07-28T07:05:36.894Z""}","04012020",,"06"
"31986002936","{""$date"":""2020-07-28T07:05:36.894Z""}","22042019",,"13"
"31986002936","{""$date"":""2020-07-28T07:05:36.894Z""}","13042019","14042020","06"
"31986002936","{""$date"":""2020-07-28T07:05:36.894Z""}","04112017","22042019","13"
"31986002936","{""$date"":""2020-07-28T07:05:36.894Z""}","07052007","22082009","13"
"31986002936","{""$date"":""2020-07-28T07:05:36.894Z""}",,,
"3003CD0109380","{""$date"":""2020-07-28T07:05:36.156Z""}",,,
"85825000245","{""$date"":""2020-07-28T07:05:34.514Z""}",,,
"41280000922","{""$date"":""2020-07-28T07:05:32.899Z""}",,,
"75342000683","{""$date"":""2020-07-28T07:05:32.835Z""}",,,
"54070001676","{""$date"":""2020-07-28T07:05:31.565Z""}",,,
"58257000254","{""$date"":""2020-07-28T07:05:30.744Z""}",,,
"62116000428","{""$date"":""2020-07-28T07:05:30.444Z""}",,,
"78719000198","{""$date"":""2020-07-28T07:05:30.020Z""}",,,
"44613004641","{""$date"":""2020-07-28T07:05:29.464Z""}","29022020",,"42"
"44613004641","{""$date"":""2020-07-28T07:05:29.464Z""}","27102014","27102015","52"
"44613004641","{""$date"":""2020-07-28T07:05:29.464Z""}","12092011","12092012","00"
"44613004641","{""$date"":""2020-07-28T07:05:29.464Z""}",,,
"82061000075","{""$date"":""2020-07-28T07:05:27.717Z""}",,,
"34482014012","{""$date"":""2020-07-28T07:05:25.987Z""}",,,
"34482014012","{""$date"":""2020-07-28T07:05:25.987Z""}",,,
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","05022020","11042020","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","29012020",,"06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","31122019",,"05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","17122019","01012020","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","10122019","17122019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","05122019",,"06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","29112019","04022020","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","26112019","09122019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","19112019","26112019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","08102019","29112019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","13092019","30042020","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","06082019","08102019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","31072019","05022020","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","28072019","11022020","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","24072019",,"10"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","06072019",,"05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","07062019",,"10"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","02062019","06072019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","15052019","08072019","07"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","29042019",,"32"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","11042019",,"13"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","10042019","31052019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","29032019",,"06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","14032019","08042019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","06032019","15052019","07"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","05032019",,"07"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","22022019","04032019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","11022019","22022019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","10012019","28102019","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","09012019","22012019","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","21122018",,"10"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","21122018",,"10"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","16102018",,"05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","30062018","03012019","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","30042018","15092019","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","13042018",,"52"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","08042018","17022019","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","03032018",,"10"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","03032018","28042018","10"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","19022018",,"10"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","13022018",,"01"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","30012018","08012019","13"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","20122017","11042019","13"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","05122017",,"10"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","23102017","27042018","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","08102017","16042018","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","31122016","12102017","06"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","11062013",,"02"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","24092011","29052012","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","24092011","10012014","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","16062009","30082010","13"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","25022009","28092011","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}","25022009","28092011","05"
"33083002224","{""$date"":""2020-07-28T07:05:24.520Z""}",,,
"61372000705","{""$date"":""2020-07-28T07:05:23.104Z""}","03062013",,"31"
"61372000705","{""$date"":""2020-07-28T07:05:23.104Z""}","01022020",,"12"
"61372000705","{""$date"":""2020-07-28T07:05:23.104Z""}","26122019","14012020","05"
"61372000705","{""$date"":""2020-07-28T07:05:23.104Z""}","09122019","26122019","05"
"61372000705","{""$date"":""2020-07-28T07:05:23.104Z""}","23112019","08122019","05"
"61372000705","{""$date"":""2020-07-28T07:05:23.104Z""}","09112019","23112019","05"
"61372000705","{""$date"":""2020-07-28T07:05:23.104Z""}","18092019","18022020","07"
