,mo_diff_ld_drc,intPayHistComp
273,35,"[0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1]"
274,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
275,24,"[-1, 0, -1, -1, -1]"
276,35,"[-1, 0, -1, -1, -1]"
277,29,"[-1, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1]"
278,3,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]"
279,6,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, -1, 900, 900, 900, 900, 900, -1, 900]"
280,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
281,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
282,163,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
283,141,"[-1, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1]"
284,155,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
285,8,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
286,14,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
287,1,"[0, 0, 0, 0, -1, -1, -1]"
288,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0]"
289,34,"[0, 0, 0, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0]"
290,-1,"[-1, -1, -1, -1, -1]"
291,-1,"[-1, -1, -1, -1, -1]"
292,11,"[4, -1, -1, -1]"
293,1,"[0, 0, 0, 0, 0, -1, -1, -1]"
294,1,"[0, 0, 0, 0, 0, -1, -1, -1]"
295,2,"[0, 0, 0, 0, 0, -1, 0, -1, -1, -1]"
296,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
297,6,"[0, 0, 0, -1, -1, -1]"
298,9,"[0, 10, 0, -1, -1, -1]"
299,11,"[0, -1, 1, -1, -1, -1]"
300,12,"[0, -1, -1, -1]"
301,12,"[0, -1, -1, 1, -1, -1, -1]"
302,6,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
303,13,"[0, -1, -1, -1]"
304,9,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
305,9,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
306,1,"[0, 1, 1, -1, -1, -1]"
307,29,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
308,4,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
309,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
310,1,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 880, 847, 815, 785, 760, 725, 694, 663, 631, 601, 572, 553, 512, 482, 451, 421, 390, 360, 329, 299]"
311,1,"[0, 0, -1, -1, 238, 209, 178, 147, 117, 86, 56, 25, 0, 0, 0, -1, -1, -1]"
312,2,"[-1, -1, -1, -1, -1]"
313,2,"[-1, -1, -1, -1, -1, -1]"
314,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
315,18,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
316,26,"[0, 0, 0, 0, -1, -1, -1]"
317,24,"[0, 0, -1, -1, 29, 30, -1, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
318,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
319,47,"[0, -1, 129, 125, 111, 82, 50, 52, 22, 21, 22, 21, 22, 22, 21, 22, 21, 22, 49, 22, 22, 51, 22, 21, 0, 52, 51, 22, 21, 22, 0, 0, 22, 21, 0, 51]"
320,96,"[0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
321,1,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
322,2,"[0, 8, 8, 8, 0, 10, 9, 10, 0, 0, 0, 0, 0, -1, -1, -1]"
323,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
324,15,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, -1, -1]"
325,131,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
326,-1,"[-1, -1, -1, -1, -1]"
327,1,"[0, -1, -1, -1]"
328,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, -1, -1, -1]"
329,94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
330,-1,"[-1, -1, -1, -1, -1]"
331,3,"[0, 0, 0, -1, -1, -1]"
332,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
333,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
334,6,"[0, 0, -1, -1, -1]"
335,7,"[0, -1, -1, -1]"
336,1,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
337,5,"[0, 0, 0, 0, -1, -1, -1]"
338,7,"[0, 0, -1, -1, -1]"
339,8,"[0, -1, -1, -1]"
340,8,"[0, 0, -1, -1, -1]"
341,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
342,9,"[0, 0, -1, -1, -1]"
343,5,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
344,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
345,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
346,12,"[0, -1, -1, -1]"
347,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
348,12,"[0, 0, -1, -1, -1]"
349,12,"[0, 0, 0, -1, -1, -1]"
350,2,"[0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
351,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
352,14,"[0, 0, -1, -1, -1]"
353,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
354,15,"[0, 0, -1, -1, -1]"
355,14,"[0, 0, 0, -1, -1, -1]"
356,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
357,16,"[0, 0, -1, -1, -1]"
358,17,"[0, -1, -1, -1]"
359,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
360,18,"[0, -1, -1, -1]"
361,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
362,4,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
363,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]"
364,18,"[0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
365,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
366,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
367,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
368,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
369,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
370,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
371,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
372,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
373,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
374,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
375,27,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0]"
376,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
377,33,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
378,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
379,98,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
380,78,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
381,119,"[0, -1, -1, -1]"
382,106,"[-1, -1, -1, -1]"
383,106,"[-1, -1, -1, -1]"
384,3,"[831, 827, 770, 740, 709, 679, 648, 618, 587, 556, 525, 495, 465, 434, 406, 375, 343, 314, -1, 252, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 39, 9, 0, 0, 0, 0]"
385,5,"[-1, -1, -1, -1]"
386,6,"[0, 0, -1, -1, -1]"
387,7,"[0, -1, -1, -1]"
388,7,"[0, 0, -1, -1, -1]"
389,8,"[0, -1, -1, -1]"
390,5,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
391,1,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0]"
392,2,"[0, 0, 298, 267, 238, 207, 176, 146, 115, 85, 54, 23, 24, 23, 24, 0, 0, 0, 0, 0, 0]"
393,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
394,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 44, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
395,14,"[0, 0, 0, 221, 191, 160, 132, 101, 70, 40, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 52, 21, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1]"
396,36,"[0, 0, 0, 51, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, -1]"
397,44,"[0, -1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 10, 0, 0, 0, 0, 0, -1, -1, -1]"
398,18,"[0, 0, 0, 0, 0, -1, -1, -1]"
399,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
400,-1,"[-1, -1, -1, -1, -1]"
401,1,"[3, 33, 3, 33, 3, -1, -1, -1]"
402,1,"[-1, -1, -1, -1, 29, 29, -1, -1, -1, -1]"
403,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
404,23,"[-1, 89, 29, 89, 89, 89, 89, 89, 89, 29, -1, -1, -1, -1, -1, -1, -1, 89, 29, -1, 29, -1, 89, 29, 29, -1, 29, -1, -1, -1, -1]"
405,53,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 59, -1, 59, -1, -1, -1, -1, 89, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
406,101,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
407,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]"
408,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]"
409,23,"[0, -1, 0, 210, 179, 149, 118, 90, 59, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 59, 29, 0, 0, 0, 28, 0, 0, 0, 0, 28, 59, 28]"
410,44,"[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1]"
411,40,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
412,137,"[0, 0, 0, -1, -1, -1, -1, -1, -1, 29, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
413,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
414,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
415,2,"[0, -1, 0, 0, 0, 0, -1, -1, -1]"
416,3,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
417,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
418,2,"[0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
419,2,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
420,3,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
421,4,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
422,5,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
423,5,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
424,2,"[0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, -1]"
425,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
426,3,"[0, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
427,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
428,5,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1]"
429,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
430,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
431,8,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
432,11,"[0, -1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
433,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
434,3,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
435,3,"[0, 0, 0, -1, -1, -1]"
436,2,"[0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
437,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
438,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
439,20,"[0, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
440,9,"[0, 0, 0, 0, -1, -1, -1]"
441,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
442,13,"[0, 0, 0, -1, -1, -1]"
443,6,"[388, 357, 326, 296, 265, 235, 204, -1, 174, 142, 114, 78, 54, 24, 0, 0, 0, -1, -1, -1]"
444,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
445,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
446,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
447,86,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
448,2,"[0, 0, 0, 0, -1, -1, -1]"
449,2,"[298, 267, 237, 206, 177, 146, 115, 85, 54, 55, 54, 54, 54, 54, 24, 21, 55, 24, 0, 0, 0]"
450,1,"[0, 28, 0, 0, 0, 0, 0, -1, -1, -1]"
451,-1,"[-1, -1, -1, -1, -1]"
452,-1,"[-1, -1, -1, -1, -1]"
453,-1,"[-1, -1, -1, -1, -1]"
454,128,"[0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
455,1,"[900, 900, 900, 900, 900, 900, 880, 849, 819, 788, 758, 727, 696, 666, -1, 621, 574, 546, 515, 484, 454, 423, -1, 362, 331, 301, 270, 240, 209, 181, 150, 119, 89, 58, 28, 28]"
456,1,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 875, 844, 830, 783, 755, 724, 693, 663, 632, 602, 571, 540, 510, 479, 449, 418, 390, 359, 328, 298, 267, 237, 206]"
457,2,"[900, -1, 900, 900, 900, 900, 900, 900, 900, 900, 900, -1, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]"
458,1,"[0, -1, -1, -1]"
459,1,"[0, -1, -1, -1]"
460,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
461,139,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
462,139,"[0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
463,194,"[-1, -1, -1, 176, -1, -1, -1]"
464,194,"[-1, -1, -1, 116, -1, -1, -1]"
465,-1,"[-1, -1, -1, -1, -1]"
466,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
467,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
468,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
469,5,"[54, 25, 0, 116, 86, 55, 56, 25, 55, 55, 24, 25, 22, 0, 0, -1, 0, 0, 0]"
470,-1,"[-1, -1, -1, -1, -1]"
471,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
472,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
473,2,"[171, -1, 171, 171, 171, 171, 171, 143, 111, 83, 53, 21, 0, 0, 0, 0, 0, 0, 0, 0]"
474,3,"[70, 66, 9, 0, 9, 40, 9, 0, 0, 40, 9, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
475,1,"[27, 28, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
476,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
477,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
478,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
479,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
480,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 116, 115, 134, 117, 117, 118, 87, 57, 26, 0]"
481,4,"[0, 0, -1, -1, -1]"
482,5,"[0, 0, -1, -1, -1]"
483,6,"[0, 0, -1, -1, -1]"
484,6,"[0, -1, -1, -1]"
485,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
486,6,"[0, 7, -1, -1, -1]"
487,7,"[0, 0, -1, -1, -1]"
488,8,"[0, -1, -1, -1]"
489,8,"[0, 0, -1, -1, -1]"
490,35,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
491,13,"[0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0]"
492,13,"[0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 57, 27, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0]"
493,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
494,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
495,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
496,-1,"[-1, -1, -1, -1, -1]"
497,1,"[0, -1, -1, -1]"
498,1,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
499,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
501,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
502,7,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
503,16,"[0, 0, 0, -1, -1, -1]"
504,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
505,16,"[0, 0, 0, 0, -1, -1, -1]"
506,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
507,18,"[0, 0, 0, 0, 0, -1, -1, -1]"
508,22,"[0, 0, -1, -1, -1]"
509,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
510,19,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
511,23,"[0, 0, 0, 0, 0, -1, -1, -1]"
512,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
513,31,"[0, 0, 0, -1, -1, -1]"
514,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
515,34,"[0, 0, -1, -1, -1]"
516,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
517,38,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
518,43,"[-1, -1, -1, -1, -1, -1, -1, -1]"
519,35,"[0, 2, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
520,36,"[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
521,28,"[0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
522,54,"[-1, -1, -1, -1, -1, -1]"
523,48,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
524,52,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
525,52,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
526,52,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
527,59,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
528,60,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
529,66,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
530,60,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
531,60,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
532,72,"[-1, -1, -1, -1, -1, -1]"
533,66,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
534,64,"[0, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1]"
535,78,"[-1, -1, -1, -1, -1]"
536,76,"[-1, -1, -1, -1]"
